year,sp,id,sex,marked,lifespan,cop,tbl,abl,thorl,thorw,fwl,hwl
2015,CV,gdbm,Male,2015-6-30,0,0,47.57911692,39.29139785,8.299077131,2.4999111,32.58922615,32.70396876
2015,CV,gfg,Male,2015-7-6,0,0,45.02167048,37.27479045,7.749906866,1.948374397,33.02370248,33.02514182
2015,CV,gflb,Male,2015-6-30,1,0,49.00196004,40.04755313,8.956019812,2.942172551,33.83171831,33.73611887
2015,CV,gfr,Male,2015-6-30,0,0,44.87742782,37.14271865,7.736309373,2.32833799,31.82870206,31.55880535
2015,CV,gfs,Male,2015-6-30,7,0,47.56913047,39.25089324,8.318757938,2.923765981,32.4603738,32.116963
2015,CV,glbdb,Male,2015-6-30,0,0,46.35132927,38.34474219,8.007315215,2.43500127,32.28760689,32.1857421
2015,CV,glbm,Male,2015-7-6,2,0,45.51020235,37.55623995,7.964198628,2.328723224,31.26450766,31.26519346
2015,CV,glbw,Male,2015-6-30,0,0,42.1685505,34.99088138,7.178634324,2.266421133,31.00431378,30.7924456
2015,CV,glby,Male,2015-6-30,21,0,49.01512573,40.44573279,8.593789688,2.561959191,33.57876556,33.68999026
2015,CV,gmv,Male,2015-7-6,5,0,47.44237998,39.42807976,8.022292778,2.245267124,32.1475362,32.11652908
2015,CV,gplb,Male,2015-7-6,0,0,46.11873677,38.23882398,7.916378799,2.773567014,32.13217975,32.17277961
2015,CV,gpm,Male,2015-7-6,0,0,46.18615274,37.61324613,8.574189315,2.289530946,31.2163026,30.85227965
2015,CV,grlb,Male,2015-6-28,1,0,48.0347261,39.7156549,8.319189738,3.217966303,33.99929515,34.07935611
2015,CV,gwc,Male,2015-7-22,1,0,46.1511938,38.86628143,7.28654644,2.772919313,30.60412539,30.58286767
2015,CV,gyw,Male,2015-6-28,3,0,47.53713911,38.4993269,9.041181949,2.329205825,32.87726695,32.92658115
2015,CV,lbrdb,Male,2015-6-15,0,0,43.31055372,35.12219964,8.191761917,2.631576496,30.45396029,30.46539031
2015,CV,lbuv,Male,2015-6-28,0,0,46.63984421,38.37017187,8.308140716,2.520260774,31.69145288,31.44730759
2015,CV,mcr,Male,2015-6-15,0,0,43.74033528,35.28673694,8.464829396,2.244069088,29.84406274,29.92598214
2015,CV,mwy,Male,2015-7-3,3,1,46.28402337,38.87273305,7.411370756,3.325599018,32.68765769,32.39316527
2015,CV,mys,Male,2015-7-3,4,0,47.73649141,39.30740411,8.429561426,1.996863094,32.10713106,32.45484506
2015,CV,myw,Male,2015-7-3,8,0,48.82965879,40.99540682,7.853107273,2.49848023,33.71948607,33.67872957
2015,CV,odbp,Male,2015-7-3,1,1,46.5672424,38.1019812,8.468376937,2.607717382,32.47225891,32.63950343
2015,CV,oflb,Male,2015-7-3,0,0,44.46589197,36.77783846,7.688442977,2.649983067,31.24881255,31.29495174
2015,CV,ogp,Male,2015-7-2,0,0,45.10786555,37.29622809,7.812839726,2.435644738,32.08116375,32.06344721
2015,CV,olbdb,Male,2015-6-12,0,0,44.09647786,36.01661587,8.087926509,2.582423165,31.87294048,31.83904623
2015,CV,olbv,Male,2015-6-12,1,0,47.01400389,38.86461773,8.149428499,2.645923292,31.50207857,31.63864194
2015,CV,olbw,Male,2015-6-12,0,0,48.11230632,39.28623317,8.837702142,2.645923292,32.09175557,32.30807722
2015,CV,omc,Male,2015-6-12,1,0,47.52220811,38.97343578,8.552294471,2.561959191,32.64636356,32.89860723
2015,CV,omo,Male,2015-7-18,4,0,45.05469478,36.51813564,8.558919651,2.84020828,30.06696088,29.7561955
2015,CV,omv,Male,2015-6-12,1,0,46.3188045,38.42029887,7.898615697,2.820260774,33.06962154,32.87623825
2015,CV,opf,Male,2015-7-16,1,0,47.27915079,39.20920752,8.069960207,2.478765558,32.6845864,32.07508678
2015,CV,ouu,Male,2015-7-16,0,0,39.77387605,32.74643976,7.027474388,2.482287698,29.46962577,29.37398611
2015,CV,ouv,Male,2015-7-16,6,1,44.77631869,37.02619592,7.751176869,2.371048175,29.9773876,29.80729405
2015,CV,ovr,Male,2015-7-16,0,0,46.00426298,38.12689019,7.87810939,2.565455931,32.91195707,32.72263568
2015,CV,pcr,Male,2015-7-2,0,0,45.63984421,37.59817543,8.043459487,2.456159512,31.89610956,31.72831894
2015,CV,pcu,Male,2015-7-2,2,0,47.19601643,37.52680975,9.673186013,2.41337736,32.24239268,31.95577428
2015,CV,pcv,Male,2015-7-2,16,0,48.11271696,39.56114639,8.551587503,2.984582169,33.50018838,33.12903861
2015,CV,pcw,Male,2015-7-2,0,0,46.60911438,38.39641013,8.212793159,2.391931251,32.54644399,32.51329481
2015,CV,pfo,Male,2015-7-2,0,0,43.85227754,36.29579629,7.557255948,2.58658454,30.73624164,30.72712725
2015,CV,pgf,Male,2015-7-2,0,0,45.05032173,37.04109305,8.02355008,2.731817797,30.8347261,31.00579968
2015,CV,pgp,Male,2015-7-2,0,0,48.04086022,39.77838032,8.266975701,2.41309796,32.54852891,32.33460969
2015,CV,pgr,Male,2015-7-2,0,0,46.18929388,38.12274575,8.067877402,2.372182711,32.46870925,32.09723563
2015,CV,pgv,Male,2015-7-2,9,0,47.08329523,38.93956481,8.150529168,2.984806536,31.52617687,31.450381
2015,CV,plbr,Male,2015-7-2,0,0,47.61153586,39.23549657,8.377580222,2.587884176,33.50883287,33.45056303
2015,CV,plbu,Male,2015-7-2,0,0,47.32948523,39.13403183,8.195453391,2.80184997,34.06288206,34.24712133
2015,CV,plbv,Male,2015-7-2,12,0,46.74638049,38.51455423,8.246029125,2.317538735,31.73791804,31.81309584
2015,CV,polb,Male,2015-7-16,0,0,45.49084752,37.4677123,8.023186013,2.391838117,32.56579248,32.58102616
2015,CV,pop,Male,2015-7-2,0,0,43.95281094,36.32752519,7.625776818,2.859465752,30.86733977,30.86285878
2015,CV,pplb,Male,2015-7-2,6,0,43.60089324,35.10152824,8.509017018,2.669105072,30.02528998,30.21807425
2015,CV,ppm,Male,2015-7-2,0,0,47.00725171,38.76759377,8.261120989,2.075311151,31.99451782,32.01960249
2015,CV,ppp,Male,2015-7-2,14,0,47.29191432,38.31369063,8.999436966,2.987206841,31.77897934,31.72960588
2015,CV,prs,Male,2015-7-2,0,0,47.08213106,38.65352214,8.445542291,2.667763102,33.37122598,33.34082846
2015,CV,pru,Male,2015-7-2,9,0,45.26415629,37.38777834,7.876860554,2.416344933,33.61639785,33.5485014
2015,CV,puo,Male,2015-7-2,2,0,43.01993904,35.53050546,7.49328592,2.752404538,30.73869063,30.54040936
2015,CV,pup,Male,2015-7-2,0,0,47.28690204,39.09702396,8.194822623,2.815489798,31.46841504,31.23504784
2015,CV,pvp,Male,2015-7-2,1,0,46.37134874,38.34091102,8.034489036,2.815887732,32.90791635,32.79264034
2015,CV,rcdb,Male,2015-6-12,0,0,47.60389044,39.28277877,8.321209042,2.667005334,32.70116205,32.82812209
2015,CV,rgdb,Male,2015-7-2,0,1,46.25391161,37.84948353,8.404491576,2.673799848,30.44735416,30.76911142
2015,CV,rgr,Male,2015-7-2,1,1,45.60911438,37.70480908,7.916802134,2.711404623,31.38047794,31.48781433
2015,CV,rou,Male,2015-7-16,1,0,47.25412751,39.36314029,7.895635425,2.751998137,33.7432838,33.48184955
2015,CV,ryw,Male,2015-7-1,1,1,46.21020235,37.90321734,8.31983744,2.415324697,32.11513843,31.87661925
2015,CV,scm,Male,2015-6-11,2,0,45.16987977,36.91523156,8.255452544,2.709338752,32.64572221,32.53423927
2015,CV,sfw,Male,2015-7-1,0,1,47.54301922,38.98593684,8.557243248,2.563356193,32.22999958,32.30411057
2015,CV,sgs,Male,2015-7-1,2,1,46.88464567,38.62924393,8.257213614,2.837050207,33.14328169,33.33126535
2015,CV,soy,Male,2015-7-15,3,0,46.12579798,38.08319787,8.04334942,2.603848108,29.10526204,33.63248243
2015,CV,spr,Male,2015-7-11,9,0,43.7350309,36.74784523,6.98821861,2.625014817,30.58621412,30.59188045
2015,CV,ssp,Male,2015-6-26,5,0,45.14033528,37.69673609,7.452154771,2.603589874,31.52767971,31.65168487
2015,CV,sudb,Male,2015-6-26,7,0,46.55259927,38.36520616,8.193264753,2.251744137,31.67939209,31.69669588
2015,CV,sum,Male,2015-6-26,5,1,44.04506816,35.99102955,8.066294133,2.625014817,31.30088265,31.10059478
2015,CV,suu,Male,2015-7-11,10,0,43.9001524,36.09677843,7.810773855,2.232562865,31.85882017,31.9475235
2015,CV,suv,Male,2015-7-11,0,0,45.04611803,37.19906866,7.857666582,2.794005588,31.606259,31.5665439
2015,CV,svc,Male,2015-7-11,32,0,48.05447041,39.31615867,8.742490052,3.006341546,33.04338117,33.05876302
2015,CV,syw,Male,2015-6-26,8,0,46.69531369,38.75645161,7.941579883,2.164084328,32.35544408,32.12255101
2015,CV,syw,Male,2015-6-26,8,0,46.96894844,38.58700364,8.382122598,2.883646601,32.35544408,32.12255101
2015,CV,uou,Male,2015-7-11,0,0,45.65800948,38.03827788,7.62001524,2.434539836,31.33147701,31.29675303
2015,CV,upr,Male,2015-7-11,5,0,45.35764965,37.50825078,7.850994835,2.647193294,31.79010668,31.65110279
2015,CV,ury,Male,2015-7-11,0,0,46.27345271,38.35455084,7.923588181,2.435644738,31.97852002,32.06234866
2015,CV,usc,Male,2015-7-11,3,0,44.07073491,36.28300737,7.79006858,2.478765558,31.21977182,30.95171874
2015,CV,usf,Male,2015-7-11,6,0,44.67189484,37.07851579,7.598878164,2.796888494,29.92706587,29.93269833
2015,CV,uulb,Male,2015-7-14,3,1,44.69176615,36.85299721,7.849538566,2.286885107,30.6264732,30.48935315
2015,CV,uwf,Male,2015-7-1,3,1,47.25638811,38.70680298,8.552294471,2.519638473,32.93419905,32.95084879
2015,CV,uwu,Male,2015-7-1,6,1,46.52743629,37.78571247,8.741952417,2.520260774,32.83176276,33.02803319
2015,CV,uylb,Male,2015-7-14,0,0,43.90288714,36.46633223,7.437228008,2.330742528,29.33732749,29.54712344
2015,CV,uyp,Male,2015-7-11,0,1,46.64042418,38.38412073,8.256345779,2.202252138,31.82917619,31.13866734
2015,CV,uyw,Male,2015-7-11,6,1,45.06392346,37.50789095,7.558915418,2.075311151,31.12997418,31.3158454
2015,CV,vco,Male,2015-7-15,2,0,47.62526458,39.26506646,8.361815257,2.243772754,32.852413,32.80986157
2015,CV,vcw,Male,2015-7-14,0,0,46.72890949,38.55853018,8.171035475,2.583117433,32.32954026,32.50826348
2015,CV,vdbm,Male,2015-7-14,0,0,45.67366861,37.70928795,7.986161206,2.45980442,31.38342647,30.08678774
2015,CV,vfw,Male,2015-7-15,1,0,47.6502159,39.4995809,8.150944035,2.476504953,31.99084328,32.19456439
2015,CV,wlbg,Male,2015-7-7,0,1,45.51929557,37.414804,8.106849547,2.857505715,32.49362247,32.25773008
2015,CV,wlbs,Male,2015-7-23,0,0,43.43427314,36.09045381,7.346799594,2.461171789,30.88631572,30.83866734
2015,CV,wof,Male,2015-7-23,1,0,45.70069427,38.07962069,7.621894844,2.542210651,30.9064876,31.07040894
2015,CV,vsg,Male,2015-7-23,0,0,47.42431208,39.20988909,8.214427229,2.626035052,32.26229574,32.30928372
2015,CV,vuo,Male,2015-7-4,0,1,48.61122682,39.55913132,9.060562188,2.646600627,33.64034798,33.63879646
2015,CV,vuu,Male,2015-7-7,4,0,45.1517399,37.21380916,7.938900178,2.583117433,31.91978241,31.65669926
2015,CV,wwm,Male,2015-7-23,0,0,46.31510033,38.35416984,7.967796969,3.196245026,31.45209762,31.60809838
2015,CV,vvo,Male,2015-7-7,0,1,46.65211667,38.58711794,8.065515198,2.628850224,33.30793752,33.03666921
2015,CV,wvu,Male,2015-7-4,4,1,46.32276268,38.38633477,7.960960122,3.513673694,32.32661079,32.46381763
2015,CV,wwv,Male,2015-6-13,21,0,46.90650241,38.65229024,8.255262044,2.333049699,32.95640928,32.98783973
2015,CV,vyc,Male,2015-7-7,0,1,47.03793498,38.50559648,8.532808399,2.857586149,33.19964017,33.30260774
2015,CV,vym,Male,2015-7-7,0,0,47.50262891,39.25463551,8.260333587,2.794005588,33.49183177,33.40273686
2015,CV,yfo,Male,2015-7-22,1,1,46.10670985,38.50505884,7.603094573,2.628850224,32.21939506,32.04846118
2015,CV,yfy,Male,2015-7-22,0,0,48.08928118,40.09918297,8.003285073,2.815489798,33.10461011,32.9821226
2015,CV,ygc,Male,2015-7-22,0,0,47.25168064,39.37918043,7.874015748,2.645838625,32.56697147,32.36606977
2015,CV,ylbm,Male,2015-6-13,0,0,47.14408179,39.0161248,8.128266023,2.857505715,32.95559224,32.76967657
